conversation_id,conversation_statistics_num_turns,conversation_statistics_num_user_turns,conversation_statistics_avg_user_tokens,conversation_statistics_avg_assistant_tokens,conversation_statistics_conversation_lenght_tokens,semantic_coherence_conversation_score,semantic_coherence_semantic_std,semantic_coherence_semantic_min,semantic_coherence_semantic_max,semantic_coherence_semantic_path_lenght,referential_density_references,referential_density_tokens,referential_density_score,topic_continuity_num_topics,topic_continuity_topic_labels,topic_continuity_average_cosine_similarity,topic_continuity_topic_entropy,topic_continuity_topic_switches,topic_continuity_topic_switches_rate,intent_diversity_question_count,intent_diversity_imperative_count,intent_diversity_request_type_entropy,intent_diversity_request_type_distribution_follow_up,intent_diversity_request_type_distribution_question,intent_diversity_request_type_distribution_other,intent_diversity_request_type_distribution_instruction
aa5671d8ba194b63b66bc3e8900efeb4,16,8,24.375,204.75,1833,0.2586904783070161,0.1348631367963539,0.0307648617535476,0.4473849685719409,5.189166651850888,51,1833,0.027823240589198,2,"[0, 1, 0, 0, 1, 0, 1, 1]",0.2586904783070161,1.0,5,0.7142857142857143,4,0,1.4056390622295665,4.0,3.0,,1.0
5f0c77dafbdd41be919191584a23d780,24,12,39.91666666666666,161.16666666666666,2413,0.5275938697341936,0.2428917332765812,0.0525741340792508,0.9168378130247924,5.196467432923869,183,2413,0.0758392043099875,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0.5275938697341936,0.6500224216483541,1,0.0909090909090909,11,0,0.4138168503036338,11.0,,,1.0
b9460e5e84b44bb788a641bd201b41df,20,10,69.5,186.8,2563,0.1492769910607727,0.3281827207010095,-0.0752628962966792,1.0000000000000009,7.656507080453045,73,2563,0.0284822473663675,2,"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]",0.1492769910607727,1.0,6,0.6666666666666666,4,1,1.3609640474436813,4.0,5.0,,1.0
e3b2b6a8cfe64a1f8a6b95155b225ca3,16,8,93.0,120.0,1704,0.2140304388321285,0.2398339280780068,0.0058839716765354,0.6581132403479184,5.5017869281751,36,1704,0.0211267605633802,2,"[1, 1, 0, 1, 0, 1, 0, 0]",0.2140304388321285,1.0,5,0.7142857142857143,0,1,1.2987949406953987,,5.0,1.0,2.0
7587f1adb9d14957ab1cbaa02fef2a40,38,19,79.6842105263158,76.84210526315789,2974,0.1840831041368904,0.1182595041646119,-0.008064337388363,0.4753611937131342,14.68650412553597,70,2974,0.0235373234700739,3,"[1, 0, 2, 0, 1, 2, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",0.1840831041368904,1.3235315761100483,10,0.5555555555555556,10,0,0.9980008838722996,10.0,9.0,,
823d04c2bd20450b97fe61de74755d94,26,13,23.615384615384617,140.3846153846154,2132,0.2289451593101093,0.2143625405976594,-0.0749944596116859,0.6864170005685251,9.252658088278688,52,2132,0.024390243902439,3,"[2, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 1]",0.2289451593101093,1.5766212201074914,7,0.5833333333333334,2,1,1.3346791410515946,2.0,8.0,,3.0
88b82966bc5d494c8fa87299aeaac565,26,13,22.76923076923077,33.53846153846154,732,0.1876516911976119,0.0933258468683912,0.0539105724622828,0.3404638491413183,9.748179705628656,21,731,0.0287277701778385,3,"[2, 2, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2]",0.1876516911976119,1.5766212201074914,7,0.5833333333333334,0,0,0.3912435636292556,,12.0,,1.0
e74da05bb49c4924ac772532523ddd29,10,5,68.2,5.0,366,0.9130765085111034,0.0421803781266224,0.8408394892983048,0.9473457577880328,0.3476939659555863,35,366,0.0956284153005464,2,"[0, 0, 0, 0, 1]",0.9130765085111034,0.7219280948873623,1,0.25,5,0,0.0,5.0,,,
ef1fdcd5b8b94435895eb10cdf1c265e,10,5,76.2,287.2,1817,0.7934486666849427,0.3577574036727744,0.173794666739769,1.0000000000000009,0.826205333260229,172,1817,0.0946615299944964,2,"[1, 0, 0, 0, 0]",0.7934486666849427,0.7219280948873623,1,0.25,0,5,0.0,,,,5.0
0440b8008f8842bf82039f3dd9903fa3,24,12,13.166666666666666,167.91666666666666,2173,0.4038734190237159,0.3280194987277783,0.0427049008829137,0.9821081558888216,6.557392390739124,81,2171,0.0373099953938277,2,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0.4038734190237159,0.9798687566511528,1,0.0909090909090909,9,0,0.8112781244591328,9.0,3.0,,
